"","y","AGE","INCOME","TRAVTIME","BLUEBOOK","OLDCLAIM","CLM_FREQ","MVR_PTS"
"6762",0,37,NA,14.47789089,13500,0,0,2
"6763",0,40,306277.4538,21.00021168,19520,0,0,2
"6764",0,39,16149.28171,44.17225506,7010,0,0,0
"6766",0,42,0,66.44639417,15380,0,0,0
"6768",0,41,36806.55397,26.50562721,9280,0,0,0
"6769",1,30,13186.01106,39.79468407,5820,0,0,2
"6770",0,37,117782.0688,20.95172287,19440,0,0,0
"6771",0,43,142297.1095,6.301022505,36460,4289,2,0
"6772",0,30,103880.5448,32.95086711,14890,0,0,1
"6773",0,47,33046.196,50.75778514,15940,22195,1,4
"6774",1,44,48524.53095,42.27467072,10750,6733,1,4
"6775",0,52,32966.56529,20.31339075,6700,4663,2,1
"6776",1,48,NA,24.98516464,17220,5765,2,0
"6777",0,58,53526.15501,29.65677361,13040,19582,1,4
"6778",0,36,77925.3357,43.75533615,19790,0,0,0
"6779",0,46,59244.23104,35.23105655,12020,42789,2,2
"6780",0,42,34560.09612,36.10796022,10830,0,0,0
"6781",0,39,47423.65678,37.19421761,24120,8436,1,6
"6784",0,49,62579.76967,16.38633732,12660,0,0,0
"6785",0,34,49923.40253,5,34700,0,0,0
"6786",0,53,70370.83344,16.69535655,14690,0,0,0
"6788",0,44,99555.10324,30.81218404,26420,0,0,0
"6789",0,38,35183.32774,21.00723661,16370,0,0,0
"6790",1,38,3150.978456,38.95666178,5620,0,0,0
"6791",0,42,45374.61609,35.90192104,24500,0,0,0
"6795",0,56,70340.71012,25.74726925,34170,0,0,0
"6796",0,49,44766.6611,5,10880,0,0,0
"6797",0,34,37542.77946,35.44361219,19020,0,0,0
"6798",0,46,NA,15.27628344,2040,0,0,3
"6799",0,32,17453.06801,33.71851132,13250,35363,1,0
"6800",0,45,22334.66699,30.42764076,12100,9030,1,5
"6801",0,45,37405.38433,22.7658803,19260,4578,1,7
"6802",0,41,16679.63582,6.558914744,7270,0,0,0
"6803",0,56,30010.41927,56.39963281,14430,8586,1,4
"6804",1,49,0,27.85207181,28620,0,0,1
"6805",0,40,27071.21594,10.70297609,8210,0,0,0
"6807",1,54,41345.32774,34.5211898,15870,8877,1,6
"6808",0,47,76662.97457,51.5118381,26410,0,0,0
"6809",0,34,408.0651585,8.951013234,4940,0,0,0
"6810",0,41,104435.6298,5,16040,0,0,1
"6812",0,41,92259.31105,16.29817684,17050,0,0,4
"6815",1,48,34448.64804,47.40538673,1500,0,0,3
"6816",0,46,82036.81934,57.04231034,12010,0,0,0
"6817",0,42,80622.92559,71.93900555,13760,2209,3,0
"6819",0,50,111353.9795,40.15820779,24550,15917,2,2
"6822",0,57,27145.40728,28.73074864,7200,0,0,0
"6823",1,51,44977.09253,40.96600689,6000,8060,2,6
"6824",0,40,NA,22.34431919,20250,0,0,0
"6825",0,56,93801.85582,44.09616584,16300,0,0,0
"6828",0,42,0,10.14424435,19590,0,0,1
"6829",0,28,35449.86041,53.15262919,18260,8353,2,4
"6830",0,26,117984.1098,65.32285534,26330,5756,2,11
"6831",0,33,91433.82979,8.144413582,14460,9347,1,1
"6832",0,49,102664.232,46.85561801,33870,0,0,1
"6833",0,41,188472.1516,11.57098163,15430,0,0,0
"6834",0,41,12285.40003,47.48481157,18800,0,0,0
"6835",1,59,NA,44.52152937,7400,3903,4,3
"6836",0,51,118820.8218,27.7382554,12880,0,0,3
"6837",0,40,70381.28341,24.37517146,13790,0,0,2
"6839",0,38,60026.23368,23.15171961,11300,2353,3,5
"6840",0,37,140609.0456,35.49206349,14210,7101,2,5
"6841",0,57,200771.9243,26.99287643,27280,0,0,0
"6842",0,43,36308.77394,23.22938036,10140,0,0,0
"6845",0,48,31227.94517,33.62204809,22550,0,0,3
"6846",0,46,24341.87031,5,30300,7071,1,0
"6849",0,61,31715.71859,53.11565223,20040,0,0,0
"6850",0,48,97829.30241,29.17092014,18940,0,0,2
"6851",0,59,19660.73518,37.8030719,11550,4780,1,1
"6852",0,52,74467.82202,19.97408756,26470,0,0,0
"6853",0,40,57159.76886,18.05930025,17930,0,0,0
"6854",0,40,35910.21292,25.15740945,9090,11865,2,2
"6855",0,47,8777.926308,5,22410,0,0,4
"6856",0,68,172803.8518,31.07589067,4590,0,0,0
"6857",0,38,1729.468238,34.86827631,19340,0,0,0
"6858",0,65,68303.84736,38.88730367,28440,0,0,1
"6859",0,39,77914.13674,24.20145865,13190,0,0,0
"6860",0,41,192838.5635,26.91911105,7340,0,0,0
"6862",0,52,31518.98424,32.93857411,9850,0,0,1
"6866",0,46,NA,29.34517885,10100,0,0,5
"6867",0,63,73357.90969,27.95950485,8840,0,0,1
"6868",0,50,101129.8554,35.60156436,16610,0,0,0
"6870",0,37,58693.51105,20.38798539,14750,0,0,0
"6871",0,45,57365.32654,17.0408206,17160,0,0,0
"6872",0,43,155446.0537,8.496342125,21340,0,0,0
"6873",0,50,176648.3926,28.28632245,33130,0,0,3
"6874",0,46,102271.0986,5,16330,0,0,2
"6876",1,26,157649.3604,35.04867142,4100,4364,5,3
"6877",0,38,136644.7504,56.32272401,23710,0,0,0
"6878",0,44,64585.53728,24.03016836,11180,0,0,0
"6879",0,43,69128.79823,55.39661389,15020,8884,1,5
"6881",0,33,58086.07354,13.20476962,10820,0,0,0
"6882",0,41,38600.68941,16.76620041,14130,0,0,0
"6883",1,50,0,26.6535025,1500,10709,3,6
"6884",0,44,51278.63536,52.47636874,21400,0,0,0
"6885",1,25,0,16.78737101,17350,1430,2,7
"6886",1,47,54841.32605,39.63678052,17650,0,0,3
"6887",1,46,39393.34926,8.008233523,10040,0,0,0
"6889",0,43,17025.80105,26.8603791,7500,7888,2,0
"6891",0,39,115182.2473,25.31591245,5400,0,0,1
"6892",1,32,NA,5,8450,0,0,1
"6893",0,42,48834.28379,37.24530033,12720,0,0,0
"6894",0,47,171347.6713,50.38634334,37170,0,0,1
"6896",0,39,30993.18571,34.15889275,13940,6743,2,2
"6897",0,48,39212.98083,18.39848994,23340,979,1,0
"6898",0,40,32059.91651,57.18035874,8710,0,0,0
"6900",0,39,0,103.0635099,5400,0,0,0
"6901",0,34,28087.71729,46.16745711,14420,0,0,2
"6902",0,55,207044.1501,29.80184947,22620,0,0,4
"6903",0,45,NA,12.73519543,8810,1055,3,1
"6906",0,66,61473.15895,32.75053401,24100,0,0,0
"6907",0,40,71280.98338,42.84365221,11180,0,0,1
"6909",0,45,41491.8888,26.95221011,17670,0,0,0
"6910",0,46,142851.6787,15.35605653,26090,2934,4,1
"6911",1,57,193618.3364,53.29659839,41440,1277,3,3
"6912",0,48,35343.41567,8.471940247,13520,0,0,1
"6913",1,46,34207.78443,35.28606829,9090,6583,2,2
"6915",0,52,45179.57621,39.29067651,11220,0,0,0
"6916",0,43,220894.6849,32.80352041,34800,0,0,4
"6918",0,49,54690.7046,73.10352931,30780,795,3,2
"6919",0,56,134448.4879,36.62407356,28300,0,0,0
"6920",1,30,39709.56655,32.32600834,21920,0,0,0
"6921",0,43,68044.44561,8.475135764,31080,0,0,1
"6922",0,49,32513.77505,37.57025155,15930,1116,3,2
"6925",0,48,309628.4084,33.07529916,6300,1953,3,1
"6926",0,46,109083.6881,31.03070101,30930,0,0,2
"6929",0,51,103373.8483,47.44697215,12040,4938,1,0
"6930",0,56,70340.71012,25.74726925,69740,0,0,0
"6931",0,39,26737.41966,21.62028906,15340,0,0,1
"6933",0,45,136408.1896,26.28006303,39900,0,0,2
"6934",0,55,64727.32466,35.46845509,25590,0,0,0
"6936",0,38,26916.51096,17.55686579,12660,0,0,1
"6937",0,39,34622.87412,17.61521019,4960,0,0,3
"6939",0,48,57906.27613,38.82741622,12090,0,0,1
"6941",1,47,48696.05471,46.20342838,15390,33521,3,1
"6942",1,45,111268.3117,46.39943249,21680,10366,3,3
"6945",0,39,70152.50329,13.26141305,30840,0,0,0
"6946",0,52,87751.2237,18.60804503,18760,0,0,2
"6948",0,53,44235.10817,18.89007801,5920,0,0,0
"6949",1,27,16570.90865,5,13890,6465,3,1
"6950",0,47,NA,76.62147033,17240,0,0,3
"6951",0,37,43711.46474,7.930797172,24660,1511,3,4
"6952",0,40,37075.53293,42.48363039,31430,0,0,1
"6953",0,48,53628.41192,5,13060,0,0,0
"6955",0,56,0,43.31882165,9540,0,0,1
"6957",0,45,29804.73156,22.50305899,16080,683,3,7
"6958",0,66,72781.26597,41.26843802,31770,4259,1,2
"6961",0,43,164733.4621,18.62960181,26070,0,0,0
"6962",0,48,45370.6126,42.11474643,10840,0,0,0
"6964",1,58,56857.82607,17.43930866,17480,0,0,1
"6965",0,52,106941.791,30.26251038,17390,0,0,2
"6966",0,44,91667.62647,21.34155395,15960,0,0,2
"6967",0,41,39319.96314,34.22007603,22670,0,0,0
"6968",0,38,33489.30241,18.9834628,24910,2461,1,0
"6969",1,44,18154.41347,76.65285306,8330,3401,2,2
"6970",0,29,0,23.89592047,7180,1855,1,3
"6972",1,27,17686.11202,59.59476254,10050,5433,3,0
"6973",1,47,61214.40171,53.42790904,18180,4723,2,0
"6974",0,42,38944.12027,35.51790561,12580,0,0,0
"6975",0,49,65659.21196,40.22064713,12880,763,2,5
"6976",0,52,229365.0491,25.42236986,33810,0,0,1
"6977",0,47,30834.97573,14.9211847,6000,0,0,1
"6979",1,44,79663.84603,25.25563089,6220,0,0,1
"6982",0,47,NA,42.32005239,6200,5120,1,0
"6983",0,45,278655.6181,31.62850905,31310,0,0,0
"6984",0,44,40819.03175,15.19563973,9980,0,0,0
"6985",0,38,40342.078,5,19940,0,0,0
"6989",0,51,66586.79717,30.71617865,27240,0,0,0
"6990",0,59,71225.83721,10.43769308,13490,9287,3,5
"6991",0,36,19442.56988,35.63242915,10660,0,0,0
"6992",0,29,58773.0093,36.31316341,10730,0,0,0
"6993",0,51,53264.48461,8.655881,18500,5562,1,2
"6995",1,41,67216.08814,38.66628063,27240,7776,2,8
"6996",0,42,NA,6.77655732,39420,0,0,2
"6997",1,50,31436.01425,32.51472498,4680,6909,4,3
"6999",0,33,57492.26372,5,4800,0,0,1
"7000",0,46,165373.4788,31.53479323,18040,1088,2,0
"7003",0,48,76581.27687,41.04043357,21030,0,0,0
"7004",0,55,145860.0672,18.06261882,40420,0,0,0
"7005",0,43,115220.7876,36.49582469,5800,0,0,5
"7007",1,43,NA,28.54072397,7750,2741,2,6
"7008",1,36,34057.41331,37.85762441,6210,7098,3,6
"7010",1,53,119272.7476,18.13416819,40880,0,0,1
"7011",0,37,NA,57.1777845,17110,0,0,0
"7012",1,35,4290.136545,35.39590717,5430,6570,2,6
"7013",0,64,76551.80949,26.34007571,15560,0,0,0
"7014",0,55,50492.2129,16.79404003,22770,0,0,0
"7015",0,54,49255.65248,35.29167192,11830,0,0,0
"7016",1,44,2510.614989,60.1458493,17370,0,0,1
"7018",0,42,41193.47751,48.2127002,14390,4448,3,4
"7019",0,36,NA,34.95206,17990,0,0,0
"7020",0,52,138003.9464,9.814617464,27310,0,0,0
"7023",0,46,26266.13224,20.41784382,13990,7766,1,4
"7024",0,46,74416.7788,50.26705218,28360,2913,2,3
"7025",0,44,152291.8732,42.34230558,21130,5747,3,9
"7026",0,56,106342.9222,19.3217082,7100,0,0,1
"7027",0,36,48509.02026,48.66072649,18480,4426,1,6
"7028",0,52,43993.172,43.69258469,12000,31448,3,0
"7029",0,38,2610.265715,61.93252953,12850,2562,1,4
"7030",0,57,NA,5,31550,4355,1,0
"7032",0,49,NA,27.75213953,19560,6893,3,0
"7033",0,43,49834.1381,21.78536987,10780,3534,3,8
"7034",0,48,38311.41805,33.03281068,6300,3699,1,4
"7035",0,51,109056.4461,27.10417603,18480,0,0,0
"7036",0,36,115701.4235,36.87536539,33210,0,0,0
"7037",1,47,0,17.25441512,6200,0,0,0
"7039",1,45,36912.18187,60.34034382,9690,34514,1,0
"7040",0,43,0,44.67070666,19680,2870,2,2
"7041",0,50,33853.8033,14.75182485,17600,5217,1,0
"7042",0,38,185867.0844,36.56767908,22850,0,0,0
"7046",0,40,98338.2427,53.56634972,29050,0,0,2
"7047",0,35,46192.30849,36.77494912,9810,0,0,0
"7048",0,39,70673.00076,54.67115007,46990,0,0,0
"7049",1,38,1729.468238,34.86827631,8860,0,0,0
"7050",1,39,40716.36499,64.43811058,10740,8784,3,2
"7051",1,46,31275.54004,46.63622082,30070,5008,1,5
"7052",1,52,0,26.21969062,6700,4549,2,2
"7053",0,50,40552.41172,5,5560,0,0,0
"7054",0,51,47705.54544,18.25642931,11370,7639,2,2
"7057",0,40,53455.93918,19.24953713,15350,9724,1,2
"7058",0,37,73941.33532,6.355066006,12680,0,0,0
"7059",1,34,47688.88624,49.52581694,25040,0,0,1
"7060",1,53,67799.34014,35.15274421,13580,3668,4,0
"7061",1,40,114031.9113,65.12963975,26780,0,0,3
"7062",0,49,24489.83348,34.98850306,8850,0,0,0
"7063",0,51,78282.56378,5.371785839,15380,0,0,4
"7064",0,33,50085.5843,5.585686517,4800,0,0,1
"7065",0,46,252145.5367,5,14230,0,0,0
"7066",0,54,38083.86605,42.46966119,11080,0,0,0
"7067",0,43,15714.99458,58.98874383,7370,3301,1,5
"7068",0,70,NA,40.65491834,8500,0,0,0
"7070",0,63,93590.46141,38.97083693,14190,3088,1,4
"7071",0,47,2915.600237,62.14880275,16900,0,0,0
"7072",1,32,0,5,17700,4211,2,0
"7074",0,47,20300.11003,36.80787355,11160,0,0,0
"7075",0,60,87355.22322,9.194769771,24050,0,0,3
"7076",1,62,47590.10363,19.31068292,22050,0,0,1
"7077",0,52,60029.10595,31.16164845,15780,0,0,1
"7078",1,51,NA,18.15800307,14620,0,0,0
"7079",0,49,60120.70282,23.70381732,21640,0,0,2
"7080",1,24,8458.212386,12.93438843,11120,16927,3,0
"7081",0,41,29438.70386,40.79981996,17940,0,0,0
"7082",0,39,92701.69462,25.84912326,14670,0,0,2
"7084",1,33,70407.84598,30.6415595,18850,2665,3,3
"7085",1,50,98347.27166,64.13761033,19610,8924,1,0
"7088",0,62,89562.07329,5,22220,0,0,0
"7089",1,34,28902.3363,5.820051418,16020,5300,1,5
"7090",1,35,39740.57476,10.39965348,5130,4158,1,9
"7091",0,47,47355.13172,23.42279588,10940,0,0,0
"7092",0,49,0,5,4190,4870,1,4
"7093",1,39,36329.86917,46.97001049,14520,7191,1,3
"7094",0,49,18232.12688,29.16495253,25060,2400,2,0
"7095",0,52,42778.13977,20.67198536,30390,0,0,0
"7097",0,46,143073.0713,20.32898133,27710,0,0,0
"7098",0,50,92027.55757,40.15760747,16260,6453,3,7
"7099",0,53,NA,32.82894807,11460,0,0,0
"7100",1,38,82527.01763,36.02574043,22560,0,0,2
"7102",0,43,92815.07717,35.56737597,10780,20585,1,5
"7103",1,45,90153.02791,41.73151505,18290,3639,2,3
"7104",1,24,24665.94612,54.37933732,9010,0,0,1
"7105",1,24,11663.83886,15.05479813,2670,0,0,0
"7106",0,45,0,30.98959555,16250,40086,2,0
"7108",1,53,69334.54185,26.54528428,20200,5685,2,2
"7109",0,30,60215.72922,23.06518797,17420,3878,1,4
"7110",0,44,132043.7728,61.01459483,23140,0,0,0
"7111",0,38,126104.8322,48.88675897,13900,0,0,0
"7115",0,46,55901.41372,12.7187364,33560,0,0,0
"7116",0,47,125741.1099,41.28836328,18770,0,0,0
"7118",0,41,53202.22322,10.72036494,6820,0,0,0
"7119",1,46,119903.8985,21.51673992,23530,0,0,2
"7121",0,38,15413.13731,5.423785738,6840,0,0,0
"7122",0,37,12262.24493,50.78389785,14610,0,0,4
"7123",0,44,11065.39311,80.26661119,12410,0,0,0
"7124",1,53,0,28.66274908,6800,1930,2,1
"7125",0,37,42878.34622,53.77098037,11480,6870,1,4
"7126",1,57,65967.90092,37.34362377,16640,10215,2,0
"7127",0,41,29540.66837,44.98484666,13640,3265,2,1
"7130",1,47,5845.717542,10.05333183,9030,0,0,0
"7131",0,60,18681.40453,5,27260,0,0,0
"7133",0,44,77760.31474,20.02880774,13680,1416,3,3
"7134",0,46,34522.33161,34.24441834,8820,4936,4,0
"7138",1,44,124829.283,39.34523723,31810,0,0,0
"7139",0,41,136585.3836,24.10097433,16560,29754,3,1
"7140",1,37,36217.02048,57.17758885,28090,0,0,0
"7141",0,49,0,8.399337063,22100,0,0,2
"7142",0,42,38770.0832,40.62936779,14780,0,0,2
"7143",1,47,90939.94726,49.99158303,16710,8490,3,0
"7144",0,38,51175.98494,9.774935564,15330,0,0,0
"7145",0,46,74477.98223,71.16233861,22930,5855,2,5
"7146",0,46,64654.409,10.61633255,6670,0,0,0
"7147",0,53,0,14.9025544,8580,0,0,2
"7149",0,32,0,50.74593555,10350,0,0,0
"7152",0,41,65894.94708,44.05747868,12190,4604,2,2
"7153",0,45,148220.95,16.99145065,20820,21998,3,8
"7155",1,47,28807.54813,40.49782793,11840,1092,1,2
"7159",0,46,30225.68847,45.12038194,6100,0,0,3
"7160",0,28,0,8.935402083,4300,0,0,0
"7161",0,44,95113.77507,21.31626453,16330,0,0,0
"7162",1,40,39753.3837,50.41223966,24820,0,0,0
"7165",0,51,46502.03336,51.82343191,11250,0,0,2
"7167",0,45,22721.17186,31.45000779,19880,0,0,1
"7168",1,58,41711.96908,5,16810,1351,3,1
"7169",0,37,125313.6622,23.94052605,17730,0,0,4
"7170",0,51,152461.6082,38.59431117,22290,0,0,1
"7171",0,60,8287.164428,63.48733357,15900,6315,3,0
"7174",0,33,41582.81428,32.29204544,18820,0,0,1
"7175",1,44,25535.6538,50.37669951,12160,0,0,1
"7176",1,36,79801.41081,21.49649605,24810,0,0,2
"7177",0,42,0,61.23900355,17190,0,0,0
"7180",0,50,0,44.66826322,6500,0,0,0
"7184",1,46,36109.63995,18.28306437,13260,26321,4,4
"7187",0,50,16624.75997,48.63327797,6500,0,0,4
"7188",0,51,81742.74863,37.04020396,14770,30760,3,5
"7189",0,36,19216.60966,29.49581252,21430,0,0,0
"7190",0,38,10652.61158,35.05725625,5300,0,0,0
"7191",0,54,61625.87956,24.67813408,13060,5598,2,3
"7194",0,44,NA,47.8508804,10600,0,0,0
"7196",1,50,36015.42198,23.0011933,15100,0,0,1
"7197",1,34,28719.14945,15.09006518,14340,0,0,0
"7198",1,40,82504.98774,35.47750011,33910,5464,3,2
"7199",1,62,137665.7518,59.60417594,17790,3902,2,8
"7200",0,38,29687.70522,23.69668677,14910,5991,3,5
"7201",0,42,30696.15398,47.14750036,30700,0,0,0
"7203",1,32,40850.73953,52.01664257,15550,0,0,2
"7204",0,43,23156.773,26.61272034,14230,0,0,0
"7205",1,52,115075.2344,22.90698922,18210,7619,1,3
"7206",1,19,37535.96528,53.47403152,22810,4686,1,10
"7207",0,34,20299.32719,44.64513027,4900,0,0,4
"7209",0,45,107662.7961,47.04508528,15300,26455,1,5
"7211",0,41,44972.22876,10.8536519,26270,0,0,6
"7213",0,47,80231.8877,31.86137846,6200,6685,2,0
"7216",0,52,89124.40067,16.70557467,15610,0,0,0
"7217",0,48,55934.08283,38.00387469,23900,8804,3,3
"7218",0,50,224407.996,33.06293248,28940,0,0,0
"7220",0,70,78170.22219,40.33600804,14940,0,0,0
"7223",1,48,82885.49546,60.08392401,21340,0,0,1
"7226",0,48,90970.50619,38.63032164,14630,0,0,2
"7227",1,55,32880.20661,26.88599819,4790,0,0,3
"7229",0,48,98735.10724,14.30928094,32250,4159,2,3
"7230",0,38,3135.982968,39.44267087,14230,0,0,0
"7232",0,56,102384.5196,51.10621236,22500,0,0,1
"7233",0,42,200927.8358,12.80518697,29950,0,0,0
"7234",1,30,0,48.93923327,6130,0,0,0
"7235",0,55,3082.955223,45.94547135,7310,0,0,1
"7237",0,44,85472.47629,50.92442625,28640,7537,1,0
"7238",0,39,25686.85739,49.2380694,7970,0,0,1
"7239",0,40,120418.8,29.35340152,14130,0,0,2
"7240",0,68,45032.9003,5,8400,36622,2,8
"7241",0,48,NA,9.415037383,12080,0,0,2
"7242",1,36,104423.7072,43.47126762,13190,6032,3,2
"7243",0,33,45807.90948,5.307845172,19410,922,2,4
"7244",0,42,114277.0716,5.911551989,15620,0,0,0
"7246",0,45,96599.45597,42.32818937,22940,6292,1,2
"7247",0,29,109719.0496,28.15265765,21160,6091,3,3
"7248",0,49,68592.73377,29.31807406,14760,0,0,1
"7249",0,49,67359.05185,5.554687138,13140,0,0,0
"7251",0,47,136129.5685,46.06084856,15110,0,0,0
"7252",0,27,0,47.88481622,20570,0,0,3
"7253",1,39,NA,17.59791092,5400,2781,3,0
"7254",0,51,24119.48345,48.94669278,14760,935,3,3
"7255",0,33,22342.87633,5,7030,1717,2,0
"7256",1,44,35066.28406,47.35949158,18880,37642,3,6
"7257",0,46,57208.6552,23.9365658,6100,5334,3,5
"7258",1,44,66200.02229,52.68459009,17260,0,0,1
"7261",1,30,34585.80417,37.52606043,10130,28174,2,7
"7262",0,43,101805.3481,49.64229662,35240,34646,2,4
"7264",1,35,31407.43798,9.475765629,8140,0,0,0
"7265",1,57,118155.2467,43.2596097,40520,0,0,4
"7267",0,45,39054.6679,16.59247242,9910,5762,5,6
"7268",0,46,57322.60065,17.12798199,8780,0,0,2
"7269",0,51,50165.6137,32.44100984,11620,33864,3,5
"7270",0,51,112673.8628,58.89069963,12770,0,0,0
"7271",0,58,34135.77254,28.05114927,17000,26749,1,4
"7273",0,52,78271.36724,37.92568779,27400,7337,4,5
"7274",0,48,11066.77272,46.65477953,7410,0,0,3
"7275",0,41,5315.679959,30.26664238,9160,0,0,0
"7277",0,47,0,32.37014628,19860,0,0,0
"7278",0,29,75467.89936,23.95141218,13140,0,0,2
"7279",0,50,55172.38688,32.79682508,12020,0,0,1
"7280",0,65,131547.9944,36.56890897,23930,0,0,0
"7281",1,53,117469.9274,49.66606159,14580,47097,3,0
"7282",0,49,94282.99328,34.82909207,29550,0,0,1
"7283",1,57,128441.478,28.68940485,20040,6713,3,7
"7284",1,56,55380.45881,17.94473225,11100,6164,1,7
"7286",0,58,116947.5011,53.56520029,18990,0,0,0
"7287",0,43,23156.773,26.61272034,8120,0,0,7
"7289",0,54,50705.01181,42.82424281,31410,0,0,0
"7290",0,45,55059.57195,51.50208383,27660,0,0,0
"7291",0,48,44894.67314,57.22800205,30470,6313,3,3
"7292",1,46,49917.0217,36.42174979,18640,0,0,2
"7295",1,55,27687.79941,19.91541691,16760,7369,1,3
"7297",0,45,20044.50597,5,3500,0,0,0
"7299",0,45,100334.887,36.2285586,16030,0,0,0
"7300",1,38,77830.09983,58.03333657,11630,0,0,2
"7301",0,46,102252.6845,26.53002032,22900,4842,1,6
"7303",1,57,51342.89543,21.5148967,15440,1125,1,4
"7306",0,52,152003.6942,28.87658921,21900,0,0,3
"7309",0,42,107562.3415,36.26692832,5700,971,2,4
"7310",1,28,0,45.1603387,4950,8438,1,4
"7311",1,47,76900.84172,34.25927277,18680,0,0,0
"7312",0,44,0,11.84441753,1500,0,0,1
"7313",0,48,68520.57372,18.12988295,6300,0,0,1
"7314",1,58,72840.45023,19.63726708,27830,3589,1,7
"7315",0,48,0,23.75170229,6920,0,0,2
"7316",1,43,90610.2383,37.65605631,21090,1942,1,6
"7318",0,47,NA,29.51373167,29650,4256,1,2
"7319",1,41,52942.49147,24.9072506,24980,10023,2,2
"7320",0,48,114543.8256,18.77701047,9910,6555,4,0
"7322",0,49,146638.9084,33.66685002,21060,0,0,0
"7323",1,36,158.223551,33.48956381,18270,8187,3,0
"7324",1,38,23635.6257,6.444967084,4800,0,0,0
"7325",0,40,62024.36171,35.36811043,11700,7507,3,4
"7328",0,53,0,34.74616559,21200,0,0,1
"7329",1,51,72036.51699,12.95614537,19980,0,0,0
"7332",0,54,120140.9136,12.91325907,25690,0,0,0
"7333",1,44,2141.033067,53.46640068,10070,40958,1,1
"7334",0,53,91516.44664,17.39957652,17830,6700,3,3
"7335",0,43,NA,55.55475092,14310,0,0,3
"7336",0,35,52215.84712,29.11196567,10220,0,0,0
"7339",0,28,NA,22.2443397,4300,8800,3,3
"7340",1,47,50323.44097,5,7620,5513,2,1
"7342",1,36,28590.60298,28.8826577,5000,0,0,0
"7343",1,39,39511.57518,29.20193127,7660,2054,2,1
"7344",0,39,53917.71262,41.78423854,10880,0,0,0
"7346",0,35,110312.3451,43.04645915,14070,778,1,4
"7347",1,43,23034.71965,62.37585289,15250,2213,3,2
"7348",1,48,34312.93306,49.96900944,10300,0,0,8
"7349",0,38,172670.2144,40.58291521,21900,0,0,0
"7351",0,56,127361.4726,11.6657988,13530,7068,2,0
"7353",1,33,54479.65302,48.00985874,10250,31332,5,5
"7355",1,48,70681.58887,24.65487336,27800,0,0,0
"7356",0,44,98369.32681,15.11970219,34270,0,0,2
"7357",0,45,81547.36672,20.84941069,8100,0,0,0
"7361",0,26,31269.84761,26.35610046,7230,0,0,0
"7362",0,35,71902.9223,17.82793581,12190,4688,2,0
"7365",0,52,232280.104,33.27653335,49880,1482,2,5
"7366",0,51,201145.7496,52.30150766,19350,0,0,0
"7367",1,53,46395.75514,28.69928056,22340,0,0,0
"7369",0,42,168799.9501,13.30934441,30610,0,0,0
"7370",0,57,11321.70759,62.81901059,8330,5732,1,7
"7371",1,40,0,38.14447528,6690,0,0,0
"7372",0,28,33900.00953,40.40119105,15870,0,0,0
"7373",0,41,NA,26.23478426,17580,3351,3,5
"7374",0,42,75287.75419,8.143269625,19250,13118,1,6
"7375",0,47,58567.96043,34.05415782,12060,873,3,4
"7376",0,66,108654.002,22.13738011,11460,0,0,2
"7377",0,36,71487.33957,23.66186321,5100,3519,3,0
"7380",1,39,0,54.90094948,5400,27973,3,6
"7382",0,58,38435.0548,21.05251008,27360,2357,1,3
"7383",0,48,132869.4871,38.11206184,34800,0,0,0
"7384",0,63,39508.07545,27.64280068,7800,0,0,0
"7385",0,41,49470.30919,21.11948038,10550,2987,2,2
"7386",0,48,78322.6105,45.99403428,14130,7517,2,6
"7387",1,61,113754.1289,43.66006695,19560,44029,4,6
"7389",1,50,76090.62152,52.59030103,38500,0,0,1
"7392",0,37,104539.3477,26.99775438,26230,5046,2,2
"7393",1,58,108046.7422,29.10984039,18100,4646,2,3
"7394",1,62,144823.0574,16.9433418,22180,0,0,0
"7395",0,40,18539.42872,44.60945928,9390,0,0,0
"7396",0,45,58368.93332,48.77727848,20480,0,0,0
"7397",1,47,28750.44729,5.29695897,6200,11068,3,2
"7398",0,40,39793.0503,28.68870627,12780,803,1,6
"7400",1,60,NA,25.12325205,7500,6795,1,5
"7401",0,32,NA,58.73957558,11810,0,0,0
"7402",0,44,49604.12508,21.77909206,6640,0,0,1
"7403",1,57,0,32.06249961,16720,0,0,0
"7405",0,64,50165.72548,42.40442073,13450,0,0,0
"7407",0,35,0,12.99829016,15840,4665,2,6
"7408",0,50,33231.21424,42.96750809,9820,0,0,0
"7410",0,56,113369.6159,49.46194089,18990,1841,2,0
"7411",1,51,163219.3286,25.64048105,11940,0,0,1
"7412",1,60,17461.27997,30.20506578,11240,0,0,0
"7413",0,46,160642.0639,24.71786925,22160,30575,1,6
"7414",0,27,26095.66208,16.71104038,9980,5425,1,0
"7415",0,40,42465.92873,35.14770619,30690,0,0,0
"7416",0,49,93201.71781,29.55191569,15720,0,0,0
"7417",1,47,56731.17145,25.57264992,7170,8547,1,0
"7418",0,52,81007.83026,22.15884802,24830,11193,4,4
"7419",0,42,880.1410182,42.96846312,10890,0,0,0
"7420",0,31,64364.55953,22.82959396,22790,0,0,4
"7422",0,38,74705.2538,13.6685281,15070,0,0,1
"7423",0,43,31712.68177,39.20288214,27460,3594,1,3
"7424",1,47,0,5,6200,4962,1,6
"7425",0,54,56479.82143,61.42429828,27640,0,0,0
"7426",1,41,50008.19599,37.02222368,10600,9995,1,0
"7427",0,54,131382.6166,25.11124546,11940,0,0,0
