INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
8128,0,0,0,56,0,6,103503.120569817,No,279903.02779307,z_No,M,Masters,Professional,14.4270093223416,Private,45480,4,Minivan,no,0,0,No,1,15,z_Highly Rural/ Rural
8129,1,6221.58373274224,1,42,3,13,156532.453811515,Yes,0,z_No,M,Bachelors,Professional,30.5455317884149,Commercial,18060,6,Van,no,785,2,No,4,14,Highly Urban/ Urban
8130,0,0,1,37,2,11,28906.936974783,No,162438.59136174,Yes,z_F,z_High School,Clerical,34.262948362802,Private,4390,10,Sports Car,no,4383,3,No,0,1,Highly Urban/ Urban
8131,0,0,0,43,0,11, ,No,252181.72563647,Yes,z_F,Bachelors,Professional,27.7326012354552,Private,5800,4,z_SUV,no,23852,1,Yes,3,11,Highly Urban/ Urban
8132,0,0,0,30,0,7,57552.9561909433,No,196688.752821011,Yes,M,z_High School,z_Blue Collar,13.0062985260545,Commercial,33610,1,Panel Truck,no,0,0,No,0,1,z_Highly Rural/ Rural
8133,1,4753,0,50,0,12,131310.846829749,No,0,z_No,M,z_High School,Professional,43.3013773637601,Commercial,26370,7,Panel Truck,yes,5055,3,No,7,9,Highly Urban/ Urban
8135,0,0,0,47,1,12,76811.4217470169,No,243366.691845369,Yes,z_F,z_High School,Manager,56.0481769557702,Private,7090,10,Sports Car,no,0,0,No,0,8,Highly Urban/ Urban
8136,1,2327,2,44,2,0,0,No,0,Yes,M,Bachelors,Student,16.5545427418082,Commercial,1500,13,Minivan,yes,0,0,No,4,5,Highly Urban/ Urban
8137,0,0,0,34,2,13,86322.5221574508,No,266214.453643161,Yes,z_F,Bachelors,Professional,26.7946701579822,Private,6270,4,z_SUV,no,0,0,No,1,7,Highly Urban/ Urban
8138,0,0,0,41,0,8,91619.4449631387,No,299467.33938415,Yes,z_F,Masters,Lawyer,22.6810335852706,Private,14830,6,z_SUV,no,0,0,No,0,19,Highly Urban/ Urban
8140,0,0,0,38,0,11,64345.3687814972,No,206587.318924905,Yes,M,Bachelors,Professional,71.6302777814879,Private,10210,6,Pickup,no,0,0,No,2,7,z_Highly Rural/ Rural
8142,0,0,0,40,0,12,51882.0938661408,No,185978.061776587,Yes,M,z_High School,z_Blue Collar,55.5070889754923,Commercial,10690,2,Pickup,yes,0,0,No,1,1,z_Highly Rural/ Rural
8143,0,0,0,45,0,11,87037.8875920867,No,0,z_No,z_F,z_High School,z_Blue Collar,27.3837592855135,Private,14580,1,z_SUV,no,0,0,Yes,1,7,z_Highly Rural/ Rural
8144,0,0,1,40,3,10,89005.6969572191,No,268136.034865092,Yes,M,Bachelors,Professional,57.643673778465,Commercial,25060,1,Panel Truck,yes,0,0,No,1,15,z_Highly Rural/ Rural
8145,0,0,0,49,0,13,99493.4007173186,No,288807.750311192,Yes,z_F,z_High School,z_Blue Collar,13.9624347467713,Commercial,23030,4,Pickup,no,6980,2,No,2,1,Highly Urban/ Urban
8146,1,6001,0,58,0,13,69879.4630519289,No,259753.166475177,Yes,z_F,Bachelors,Professional,32.9100057393179,Private,20520,1,z_SUV,no,3120,2,No,6,12,Highly Urban/ Urban
8148,0,0,0,60,0,13,57388.7260583929,No,232280.601007409,z_No,M,Masters,Manager,52.6996168882718,Commercial,27620,6,Panel Truck,yes,5639,1,No,0,14,Highly Urban/ Urban
8149,0,0,0,45,0,10,61853.3627355305,No,220042.770643029,z_No,M,z_High School,Professional,32.0870722959247,Private,17180,10,Van,no,5092,1,No,0,1,Highly Urban/ Urban
8150,0,0,0,45,0,12,81264.3291278669,No, ,Yes,M,z_High School,z_Blue Collar,38.7476743128246,Private,13010,1,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
8151,0,0,0,43,2,15,57424.177092664,No,240666.420469307,Yes,M,z_High School,Clerical,68.8244221135758,Private,18670,4,Van,no,0,0,No,2,1,z_Highly Rural/ Rural
8152,1,7505.11954817731,0,43,0,10,72893.9013996506,No,0,z_No,M,<High School,z_Blue Collar,54.7129542895643,Private,5800,4,Pickup,yes,22464,2,Yes,3,4,Highly Urban/ Urban
8153,0,0,0,44,0,10,70538.8690696735,No,232942.092555873,Yes,M,Bachelors,Clerical,5,Private,14830,1,Minivan,yes,0,0,No,3,15,Highly Urban/ Urban
8154,1,4301,0,44,2,7,24090.7201252136,Yes,0,z_No,z_F,<High School,z_Blue Collar,27.4448620326371,Private,8310,1,z_SUV,no,6693,3,No,0,6,Highly Urban/ Urban
8155,0,0,0,54,0,10,19919.7784333199,No,173863.316799667,Yes,M,<High School,Clerical,12.4753909698761,Private,16920,9,Van,yes,33694,2,Yes,6,4,Highly Urban/ Urban
8156,0,0,0,52,0,13,223020.266506818,No,0,z_No,z_F,PhD,Doctor,21.0897472150329,Private,35830,1,Van,no,0,0,No,0,10,Highly Urban/ Urban
8157,0,0,0,46,0,13,83187.2119745993,No,0,z_No,M,Bachelors,Manager,40.7898701996367,Private,13200,6,Minivan,no,4185,2,No,5,8,Highly Urban/ Urban
8159,0,0,0,40,2,13,69946.323791509,No,260369.421598526,Yes,z_F,Bachelors,Clerical,50.7634604154906,Private,12490,4,z_SUV,no,0,0,No,1,11,z_Highly Rural/ Rural
8161,0,0,0,49,0,16,54287.8654708266,No,172214.408536935,Yes,z_F,Bachelors,Professional,15.1009839820688,Private,11830,6,z_SUV,no,0,0,No,2,8,Highly Urban/ Urban
8162,0,0,0,49,0,14,1462.78794586909,No,101544.783555766,Yes,z_F,Bachelors,Home Maker,33.264650423039,Private,6550,1,z_SUV,no,883,2,No,0,12,Highly Urban/ Urban
8163,0,0,0,52,0,7,1423.30807557604,No,80488.9621401685,z_No,z_F,z_High School,Home Maker,30.924831141332,Private,6700,1,z_SUV,no,6208,4,No,0,8,Highly Urban/ Urban
8164,1,6088.22120859569,0,49,0,8,31873.3833230325,No,123024.90743506,Yes,z_F,<High School,Clerical,40.9597151137691,Private,9830,12,z_SUV,no,4600,2,No,0,1,Highly Urban/ Urban
8166,0,0,0,42,0,8,28690.9318519071,No, ,Yes,M,z_High School,Clerical,44.1712167113151,Private,5600,10,Pickup,no,39146,2,Yes,4,8,Highly Urban/ Urban
8167,0,0,2,43,2,13,63357.0113643301,No,222957.465708114,Yes,M,Bachelors,z_Blue Collar,16.1147925445294,Commercial,20790,6,Van,no,0,0,No,1,1,z_Highly Rural/ Rural
8168,0,0,2,37,4,16,5175.10178084601,No,0,Yes,z_F,z_High School,Student,5,Commercial,5720,17,z_SUV,no,0,0,No,0,8,z_Highly Rural/ Rural
8169,0,0,0,41,0,9,107813.689088695,No,282777.913928125,z_No,M,Masters, ,28.4576751605043,Commercial,16380,13,Van,yes,22642,2,No,2, ,Highly Urban/ Urban
8170,0,0,0,43,2,13,181818.467487941,No,412671.699418491,Yes,M,Bachelors,Manager,18.8479594989305,Private,19680,1,Van,yes,0,0,No,0,9,Highly Urban/ Urban
8171,1,3686,0,43,0,9,63511.1585294913,No,219942.983884328,z_No,M,Bachelors,z_Blue Collar,18.9609571850819,Commercial,12150,3,Pickup,yes,0,0,No,3,8,Highly Urban/ Urban
8172,1,3822,0,53,0,13,61486.1822204894,No,0,z_No,M,Bachelors,z_Blue Collar,31.759632050527,Commercial,24180,10,Panel Truck,yes,19709,3,Yes,0,10,Highly Urban/ Urban
8173,0,0,0,50,0,10,194030.053631572,No,472849.259370656,z_No,M,Masters, ,31.6910080992327,Commercial,36300,13,Panel Truck,yes,8293,4,No,5, ,Highly Urban/ Urban
8174,0,0,0,49,0,9,51575.9063832543,No,222560.370377533,Yes,M,PhD, ,49.6930554500368,Commercial,27460,1,Panel Truck,no,0,0,No,0,21,Highly Urban/ Urban
8175,0,0,0,47,0,13,32610.6847392184,No,132320.564830887,Yes,M,z_High School,Clerical,10.88676255442,Private,1500,6,Minivan,yes,26973,1,Yes,5,1,Highly Urban/ Urban
8176,0,0,2,44,2,16,30560.0119525524,No,135266.128880808,Yes,M,z_High School,Clerical,25.361612099116,Private,5900,16,Minivan,no,0,0,No,0,0,z_Highly Rural/ Rural
8177,0,0,0,45,0,10,55625.828557825,No,234216.319977715,z_No,M,Masters, ,27.7070373810007,Commercial,4860,20,Pickup,yes,0,0,No,2,19,z_Highly Rural/ Rural
8178,1,8067,1,53,1,16,63269.4949409239,No,243277.217722062,Yes,M,Masters,Lawyer,44.6837882245012,Private,6710,7,Pickup,yes,3850,4,No,0,11,Highly Urban/ Urban
8179,0,0,0,49,0,13,67489.1814408167,No,221733.994263681,Yes,M,Bachelors,Professional,5.76436654511569,Private,10450,13,Pickup,no,11054,1,No,4, ,Highly Urban/ Urban
8180,0,0,0,55,0,13,74295.1085481957,No,196143.586359509,Yes,z_F,Bachelors,Clerical,26.1497023877008,Private,1500,6,z_SUV,no,42748,4,Yes,1, ,Highly Urban/ Urban
8181,0,0,1,41,3,15,6232.09624956844,No,0,Yes,z_F,z_High School,Student,39.7525495821608,Private,6220,4,Sports Car,no,6292,4,No,1,1,Highly Urban/ Urban
8182,1,1232,0,38,2,11,42228.995136369,No,167121.206747382,Yes,z_F,<High School,Clerical,21.3118034758716,Commercial,23020,9,Pickup,no,0,0,No,2,1,Highly Urban/ Urban
8183,0,0,0,37,2,10, ,Yes,0,z_No,z_F,<High School,Student,59.1592646302658,Private,14860,6,z_SUV,no,0,0,No,0, ,Highly Urban/ Urban
8184,1,7907,2,44,2, ,0,No,64624.2135051362,Yes,z_F,<High School,Home Maker,39.8256078138182,Private,11910,7,z_SUV,no,36386,2,Yes,2,6,Highly Urban/ Urban
8185,0,0,0,47,0,8,104018.526892188,No,281021.474347759,Yes,z_F,Masters,Professional,76.0918949986996,Commercial,20600,7,Pickup,no,0,0,No,2,20,Highly Urban/ Urban
8186,1,3331,2,62,4,19,174139.545161178,No,487306.791073983,Yes,z_F,PhD,Manager,20.2165161533969,Private,26310,15,z_SUV,no,0,0,No,1,17,Highly Urban/ Urban
8188,0,0,0,40,0,9,56625.6143838686,No,210499.821216505,Yes,z_F,Bachelors,Manager,26.8667534846,Private,11160,1,z_SUV,no,40584,3,No,4,1,Highly Urban/ Urban
8189,0,0,0,47,0,9,2399.9747909133,No,0,Yes,z_F,<High School,Student,32.0811672813909,Private,2860,4,z_SUV,no,0,0,Yes,0,6,z_Highly Rural/ Rural
8190,0,0,0,60,0,10,105599.559557777,No, ,z_No,z_F,PhD,Doctor,37.3747435297678,Private,10420,6,z_SUV,no,4853,2,No,3, ,Highly Urban/ Urban
8191,0,0,0,47,0,12,112366.406277925,No,0,z_No,M,Masters,Lawyer,9.63700964224581,Private,17440,3,Minivan,yes,18599,2,Yes,5,18,Highly Urban/ Urban
8192,0,0,0,39,0,9,35366.0706168723,No,166480.887857196,Yes,z_F,z_High School,Clerical,29.6603848920113,Private,6790,4,z_SUV,no,0,0,No,0,9,z_Highly Rural/ Rural
8193,1,2524,1,48,1,11,84042.1010765438,No,263402.981520606,Yes,z_F,Masters,Lawyer,54.86687602802,Private,10320,1,z_SUV,no,7560,1,No,2,20,Highly Urban/ Urban
8194,1,5610,0,38,0,14,50103.8113645015,No,241191.424920327,Yes,z_F,Masters,Lawyer,44.1765539926095,Private,10310,21,z_SUV,no,6384,2,No,5,12,Highly Urban/ Urban
8195,0,0,0,46,0,5,17991.1036440672,No, ,z_No,z_F,<High School,Student,61.075885329248,Private,3300,10,Sports Car,no,0,0,No,0,4,z_Highly Rural/ Rural
8196,0,0,0,52,0,10,46183.1313187859,No,188378.115560872,Yes,M,PhD,Home Maker,5,Private,11320,1,Pickup,no,0,0,No,0,18,Highly Urban/ Urban
8197,1,7862,0,25,3,0,0,No,0,Yes,z_F,z_High School,Student,27.0841559294994,Commercial,5950,1,z_SUV,no,0,0,No,3,1,Highly Urban/ Urban
8198,0,0,0,47,0,0,0,No,120275.738016693,z_No,z_F,Masters,Home Maker,33.4154447024049,Private,15420,1,z_SUV,no,4662,3,No,0,1,Highly Urban/ Urban
8199,1,7833,1,44,1,11,75161.4279861546,Yes,241237.198982321,z_No,z_F,PhD,Doctor,47.9624495751171,Private,11220,1,z_SUV,no,6367,4,No,5,19,Highly Urban/ Urban
8200,0,0,0,39,0,13,51981.2550178146,No,0,z_No,z_F,z_High School,z_Blue Collar,59.4420900930272,Commercial,5400,10,z_SUV,no,0,0,No,0,8,z_Highly Rural/ Rural
8201,1,3682,0,37,0,11,5590.07049347857,No,90638.572533119,Yes,M,<High School,Clerical,27.2872883625179,Commercial,24770,4,Panel Truck,yes,0,0,No,0,1,Highly Urban/ Urban
8202,0,0,0,52,0,12,143072.787477298,No,404124.399146673,Yes,z_F,Bachelors,Professional,30.044446575762,Private,16930,11,z_SUV,no,0,0,No,0,10,Highly Urban/ Urban
8203,0,0,0,51,0, ,66803.9536091767,No,0,z_No,M,Bachelors,Professional,21.0662814652871,Private,21460,1,Van,no,22531,3,Yes,6,7,Highly Urban/ Urban
8204,1,867,0,36,0,9,12546.4203060713,No,0,z_No,M,<High School,Clerical,21.5606290186612,Private,1500,1,Minivan,yes,4636,3,No,0,1,Highly Urban/ Urban
8206,0,0,0,47,0,12,78437.6908872226,No,241003.385549017,Yes,M,Bachelors,Manager,17.5192792051788,Private,15810,1,Minivan,yes,0,0,No,0,11,Highly Urban/ Urban
8207,0,0,1,43,1,3,154610.528537462,Yes,0,z_No,M,Masters,Lawyer,30.3542838705195,Private,21260,16,Van,yes,0,0,No,0,19,Highly Urban/ Urban
8208,1,7027,0,52,0,10,32027.9766573974,No,0,z_No,z_F,z_High School,Clerical,41.4492207382021,Private,14860,3,z_SUV,no,0,0,No,4,1,Highly Urban/ Urban
8210,0,0,0,32,4,14,86539.3978062778,No,305557.458662438,Yes,z_F,Masters, ,42.4937541105777,Private,13350,10,z_SUV,no,0,0,No,0,19,Highly Urban/ Urban
8212,0,0,0,37,0,9,38199.535415891,No,167130.597091323,z_No,M,z_High School,Clerical,50.5542832639171,Commercial,11200,10,Pickup,yes,5824,4,No,1,8,Highly Urban/ Urban
8213,0,0,0,49,0,11, ,No,127077.191687982,z_No,z_F,z_High School,Home Maker,21.2085136685585,Private,10130,8,z_SUV,no,2740,3,No,0,1,Highly Urban/ Urban
8214,1,3350,0,28,2,11,12891.4673256239,No,86838.603000231,Yes,z_F,<High School,Home Maker,9.75383195941869,Commercial,26350,1,Pickup,no,3683,2,No,4,5,Highly Urban/ Urban
8215,0,0,0,41,1,9,101336.775508235,Yes,277732.492330624,z_No,M,z_High School,z_Blue Collar,35.9732330152552,Commercial,11630,1,Pickup,no,0,0,No,0,6,Highly Urban/ Urban
8216,0,0,0,41,3,14,7862.86217880633,No,113379.683198156,Yes,z_F,Bachelors,Student,19.8061204717064,Private,5300,7,z_SUV,no,0,0,No,0,6,Highly Urban/ Urban
8217,0,0,0,66,0,15,90934.447691148,No,271720.542371187,Yes,z_F,Masters,Lawyer,32.3316410369302,Private,21250,4,Sports Car,no,0,0,No,1,17,Highly Urban/ Urban
8218,0,0,0,44,0,12,32633.2647148991,No,0,Yes,M,z_High School,Student,8.28529718358619,Commercial,9160,10,Pickup,no,0,0,No,0,1,z_Highly Rural/ Rural
8219,0,0,0,38,2,15,23296.8606230538,Yes,0,z_No,z_F,z_High School,Clerical,58.1301654672372,Private,7630,6,z_SUV,no,6510,1,No,6,1,z_Highly Rural/ Rural
8220,0,0,0,48,0,8,66702.3663950122,No,221008.863452043,Yes,z_F,Masters,Lawyer,24.2852177033861,Private,15580,13,z_SUV,no,0,0,No,0,21,z_Highly Rural/ Rural
8221,0,0,0,58,0,16,100957.565275831,No,306197.934141084,Yes,M,PhD,Doctor,20.3528252753572,Private,18170,1,Minivan,yes,0,0,No,1,14,Highly Urban/ Urban
8222,0,0,0,45,0,13,69158.2727808417,No,0,z_No,M,Masters,Professional,23.7730255171874,Private,22680,6,Minivan,yes,6314,2,No,5,16,Highly Urban/ Urban
8223,0,0,0,37,0,0,0,No,0,z_No,z_F,<High School,Student,53.7672442234295,Commercial,20590,6,Pickup,no,5161,3,No,1,1,z_Highly Rural/ Rural
8224,0,0,1,45,3,15,24101.4871708254,No,0,Yes,z_F,Bachelors,Student,46.9665450283221,Private,8410,6,z_SUV,no,0,0,No,0,7,z_Highly Rural/ Rural
8225,0,0,0,49,0,11,62975.3762194706,No,208368.988916747,z_No,z_F,Bachelors,Professional,23.689073869883,Private,23130,1,Pickup,no,0,0,No,0,3,Highly Urban/ Urban
8226,1,2012,0,42,0,10,60522.366901796,No,0,z_No,z_F,z_High School,Clerical,26.639593343697,Private,19710,1,Sports Car,no,49380,1,No,0,7,z_Highly Rural/ Rural
8227,1,1683,0,38,2,14,21570.8807330685,No,109536.06015219,Yes,M,<High School,Clerical,23.9784586198947,Private,21990,1,Van,yes,0,0,No,3,1,Highly Urban/ Urban
8228,0,0,0,51,0, , ,No, ,Yes,z_F,Bachelors,Professional,45.296051133827,Private,33800,1,Minivan,no,5594,1,No,0,11,Highly Urban/ Urban
8229,0,0,0,46,0,11,80183.2570809649,No,210724.544745103,z_No,z_F,Bachelors,z_Blue Collar,25.2730515838039,Commercial,16870,9,z_SUV,no,0,0,No,1,8,Highly Urban/ Urban
8230,1,6424,0,54,0,14,60114.9593198774,No,188845.854366454,Yes,M,z_High School,z_Blue Collar,26.5275191156213,Commercial,8130,2,Pickup,yes,0,0,No,0,7,Highly Urban/ Urban
8231,0,0,0,38,0,9,97608.1293846703,No,239021.871134092,Yes,M,Bachelors,z_Blue Collar,80.6188466414073,Commercial,20160,3,Van,no,812,3,No,0,6,Highly Urban/ Urban
8233,0,0,0,48,0,10,82235.9713704997,No,0,z_No,z_F,Masters,Manager,36.2280537054953,Private,16000,13,z_SUV,no,0,0,No,0,14,Highly Urban/ Urban
8234,1,5555,0,30,2,0,0,No,91899.7518238351,Yes,z_F,z_High School,Student,60.2993732482541,Commercial,4500,1,z_SUV,no,0,0,Yes,3,8,Highly Urban/ Urban
8235,0,0,0,46,0,10,23964.8574005797,No,0,z_No,M,<High School,z_Blue Collar,25.8078467399367,Private,6300,4,Pickup,yes,0,0,No,0,6,Highly Urban/ Urban
8239,0,0,0,53,0,12,80329.3896012612,No,229383.325742525,Yes,M,Bachelors,Manager,44.6238130884977,Private,37080,1,Minivan,no,0,0,Yes,0,6,Highly Urban/ Urban
8240,0,0,0,55,0,8,108048.467008169,No,305726.883088371,z_No,M,Masters,Lawyer,44.420016177892,Private,17800,1,Van,yes,0,0,No,2, ,Highly Urban/ Urban
8241,0,0,0,45,0,11,53896.0874612406,No,221274.509290871,z_No,z_F,z_High School,Manager,40.7986765819996,Private,11570,3,Minivan,no,0,0,Yes,2,3,Highly Urban/ Urban
8242,0,0,0,29,0,7,25689.8943086204,No,0,z_No,z_F,<High School,Clerical,35.8008876659701,Private,14750,10,z_SUV,no,0,0,No,1,1,z_Highly Rural/ Rural
8243,0,0,0,53,0,10,41924.0689106009,No,0,z_No,z_F,z_High School,Home Maker,50.7312509861679,Private,11150,10,z_SUV,no,0,0,No,0,7,z_Highly Rural/ Rural
8244,1,8584,0,49,0,0,0,No,0,z_No,M,z_High School,Student,24.1969068433796,Commercial,6200,4,Pickup,yes,7304,3,No,2,1,z_Highly Rural/ Rural
8246,1,346.503246662188,0,31,1,7,27439.4271135076,No, ,Yes,z_F,z_High School,z_Blue Collar,25.7984073336599,Private,4500,6,z_SUV,no,3923,2,No,0,1,Highly Urban/ Urban
8247,0,0,0,51,0,15,109836.064281597,No,322934.446644544,Yes,z_F,Bachelors,Professional,41.6082607658326,Commercial,1500,4,Sports Car,no,42214,1,Yes,1,6,Highly Urban/ Urban
8248,1,9249.07661121175,0,38,0,9,62290.4451912547,No,223013.316261042,z_No,z_F,Bachelors,z_Blue Collar,21.6453446526081,Commercial,11530,11,Sports Car,no,7003,1,No,2,9,Highly Urban/ Urban
8249,1,5779,0,33,3, ,3068.32333464066,No,92992.3210708158,Yes,z_F,z_High School,Home Maker,34.8345124520642,Private,5110,6,z_SUV,no,0,0,No,0,7,Highly Urban/ Urban
8250,1,4395,0,46,0,8,177561.788411792,No,0,z_No,M,PhD,Manager,53.288059273748,Commercial,22110,6,Pickup,no,6935,1,No,3,19,Highly Urban/ Urban
8251,1,4043,0,48,1,12,80015.9964549702,Yes,0,z_No,z_F,Bachelors,Manager,36.0294065721303,Commercial,33550,4,Van,no,0,0,No,0,7,Highly Urban/ Urban
8252,1,4321,0,31,3,13,30088.953640803,No,121899.956402738,Yes,M,z_High School,Professional,35.8467158905995,Commercial,31510,3,Panel Truck,yes,4278,1,No,4,1,Highly Urban/ Urban
8253,1,2628,0,60,0, ,71840.1083311377,No,278030.22381133,Yes,z_F,Bachelors,Manager,33.0798485439038,Private,7500,1,z_SUV,no,5035,1,No,4,13,Highly Urban/ Urban
8254,1,8696,0,46,0,8,23655.3671199968,No,190549.712336225,Yes,M,<High School,z_Blue Collar,39.8868762549555,Commercial,9340,11,Pickup,yes,43381,1,Yes,4,7,Highly Urban/ Urban
8255,0,0,1,36,2,12,105673.771830178,Yes,0,z_No,z_F,Masters,Lawyer,5,Private,30620,4,Pickup,no,0,0,No,1,13,Highly Urban/ Urban
8257,1,5648,0,27,2,13,67167.9500954248,Yes,0,z_No,z_F,Bachelors,Professional,36.0461373607924,Private,15570,6,Minivan,no,0,0,Yes,0,9,Highly Urban/ Urban
8258,0,0,1,37,1,15,62894.204226442,No,245334.205907556,Yes,z_F,Bachelors,Clerical,70.2744164543405,Private,23120,6,Sports Car,no,36320,2,Yes,4,14,Highly Urban/ Urban
8259,0,0,3,41,3,0,0,No,0,Yes,z_F,z_High School,Student,34.186143720033,Private,5990,1,z_SUV,no,0,0,No,0,1,z_Highly Rural/ Rural
8260,0,0,0,47,0,5,32576.8481618137,No,185790.453799299,Yes,M,Bachelors,Professional,60.9447907681684,Commercial,16600,6,Van,yes,0,0,No,0,1,Highly Urban/ Urban
8261,1,3720,0,46,0,13,66522.498484964,No,0,z_No,z_F,z_High School,z_Blue Collar,36.1465250435608,Commercial,19860,3,z_SUV,no,28642,3,Yes,0,11,Highly Urban/ Urban
8262,0,0,1,43,2,12,72604.9812416229,No,246305.485641277,Yes,z_F,Bachelors,Professional,5,Private,15800,1,z_SUV,no,0,0,No,0,6,Highly Urban/ Urban
8263,0,0,1,39,2,7,3413.84262794094,No,0,Yes,M,<High School,Student,8.63130563247022,Private,10840,7,Minivan,yes,3973,1,No,0, ,Highly Urban/ Urban
8264,0,0,0,37,2,12,87761.6474472993,Yes,277356.850135338,z_No,M,Bachelors,Clerical,49.6099006793528,Commercial,23970,1,Panel Truck,yes,0,0,No,0,3,z_Highly Rural/ Rural
8265,0,0,0,50,0,12,108223.848079669,No,0,z_No,z_F,Masters,Lawyer,34.9790274068317,Private,27010,1,Minivan,no,4235,2,No,7,19,Highly Urban/ Urban
8266,0,0,0,61,1,8,19222.4970274998,Yes,0,z_No,z_F,z_High School,Student,39.4786832001911,Commercial,25620,1,Pickup,no,5400,4,No,5,6,z_Highly Rural/ Rural
8267,0,0,0,61,0,12,179535.690861081,No,481374.612783666,z_No,M,PhD,Doctor,45.4436574341404,Private,25550,6,Minivan,no,0,0,No,1,19,Highly Urban/ Urban
8271,0,0,0,32,1,13,189093.413706387,Yes,0,z_No,M,PhD, ,27.2543171151126,Commercial,33600,10,Panel Truck,yes,37394,1,No,0,7,Highly Urban/ Urban
8272,1,223.612001450281,0,33,2,9,31675.2152716062,No,159621.493099963,Yes,z_F,z_High School,z_Blue Collar,24.8814408283149,Commercial,4800,4,z_SUV,no,0,0,Yes,0, ,Highly Urban/ Urban
8273,0,0,0,41,1,14,45152.8030066854,Yes,170289.540007404,z_No,z_F,Bachelors,Clerical,25.6757371515493,Private,13730,10,z_SUV,no,30903,1,No,3,10,Highly Urban/ Urban
8274,1,6611,0,46,0,0,0,No,0,z_No,z_F,Bachelors,Home Maker,52.8151738331322,Private,6100,17,z_SUV,no,5348,4,No,5,12,Highly Urban/ Urban
8275,0,0,1,39,2,13,31906.1059466691,No,141079.005655599,Yes,M,<High School,z_Blue Collar,74.3356751974719,Commercial,11120,9,Pickup,yes,0,0,No,0,1,Highly Urban/ Urban
8276,0,0,0,57,0,15,94041.6680502294,No,233414.385000217,Yes,M,Bachelors,Manager,41.1750506453172,Commercial,32660,18,Panel Truck,yes,0,0,No,0,12,Highly Urban/ Urban
8277,1,1664,0,43,0,10,36115.2703617053,No,176491.340845457,Yes,M,z_High School,z_Blue Collar,45.8152885593828,Commercial,11410,1,Pickup,yes,0,0,No,3, ,Highly Urban/ Urban
8278,0,0,0,42,0,13,30457.9797219361,No,0,z_No,z_F,<High School,Clerical,36.9791215637347,Private,5700,7,z_SUV,no,9081,1,No,0,1,Highly Urban/ Urban
8279,0,0,0,19,2,9,6284.04880736948,Yes,0,z_No,M,<High School,Clerical,33.3386869874129,Private,17300,10,Van,yes,7026,1,No,5,5,Highly Urban/ Urban
8280,0,0,0,57,0,0,0,No, ,Yes,z_F,z_High School,Home Maker,37.0413249587392,Private,1500,1,z_SUV,no,0,0,No,0,4,Highly Urban/ Urban
8281,0,0,0,58,0,13,151813.861446006,No,420601.711593858,z_No,z_F,PhD,Doctor,35.3636959691486,Private,11440,4,z_SUV,no,0,0,No,1,14,Highly Urban/ Urban
8282,0,0,0,56,0,13,23829.8618725018,No,166141.410084436,Yes,M,<High School,z_Blue Collar,8.44208222347429,Private,5470,4,Pickup,no,0,0,No,0,1,z_Highly Rural/ Rural
8283,1,3760,0,48,0,10,123223.367742357,No,0,z_No,M,Masters, ,34.2135797078833,Commercial,24380,7,Panel Truck,yes,3233,3,No,0,11,Highly Urban/ Urban
8284,0,0,0,46,0,14,84613.8821293183,No,285180.767144125,Yes,M,Masters, ,37.0137187299344,Commercial,38420,8,Panel Truck,yes,0,0,Yes,0, ,Highly Urban/ Urban
8285,0,0,0,42,0,10,38943.2140493347,No, ,Yes,z_F,z_High School,z_Blue Collar,32.1443592738873,Commercial,10010,6,z_SUV,no,1008,1,No,4,11,Highly Urban/ Urban
8287,1,2075,1,37,2,16,122597.554343578,No,307050.83289783,Yes,z_F,PhD,Home Maker,48.0558047754211,Private,28800,6,Pickup,no,6407,1,No,4,12,Highly Urban/ Urban
8288,0,0,0,38,0,0,0,No,81039.8718783483,Yes,M,<High School,Student,20.6929007453062,Private,1500,4,Minivan,no,0,0,No,0,7,Highly Urban/ Urban
8290,0,0,1,51,1,14,35579.347644861,No,156823.659704171,Yes,M,<High School,Clerical,23.6938168531086,Private,13830,7,Minivan,yes,0,0,No,0,6,Highly Urban/ Urban
8291,0,0,0,53,0, ,88712.1113391555,No,239680.642775464,z_No,z_F,Bachelors,Professional,48.503818271806,Private,16310,13,z_SUV,no,1835,2,No,2,11,Highly Urban/ Urban
8292,0,0,0,51,1,12,106035.714664778,No,301485.497457243,Yes,z_F,Masters,Professional,37.295040790893,Private,12100,6,z_SUV,no,0,0,No,0,19,Highly Urban/ Urban
8293,0,0,0,34,0,9,36648.2930717217,No,159564.715484835,z_No,M,Bachelors,Clerical,46.633029038467,Private,11980,7,Minivan,yes,0,0,No,0,12,Highly Urban/ Urban
8294,1,1132.6339052875,0,48,0,12,49551.0535673324,No,218903.559223343,Yes,z_F,Bachelors,Professional,24.119583358721,Private,6300,1,z_SUV,no,6130,1,No,2, ,Highly Urban/ Urban
8295,0,0,0,46,0,13,64029.9785421426,No,191941.199397475,Yes,M,Masters,Lawyer,24.4571523297153,Private,7900,9,Minivan,yes,0,0,Yes,0,13,Highly Urban/ Urban
